ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
9,"Educational Services, & Health Care & Social Assistance",14,Educational Services,2015,2015,04000US30,Montana,4154,417.4122662,1.880628848,"Bozeman, MT",16000US3008950,bozeman-mt,49283,17397,3672,13.12636166,55939,-11.89867534,17.55780041
9,"Educational Services, & Health Care & Social Assistance",15,Health Care & Social Assistance,2015,2015,04000US30,Montana,2758,416.9232543,0.843945938,"Bozeman, MT",16000US3008950,bozeman-mt,55862,25256,2502,10.23181455,54842,1.859888407,11.65729743
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,2015,04000US30,Montana,763,187.6272901,1.493558769,"Bozeman, MT",16000US3008950,bozeman-mt,29836,9294,786,-2.926208651,31396,-4.968785833,3.224988377
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,Accommodation & Food Services,2015,2015,04000US30,Montana,2462,404.5046353,1.399424239,"Bozeman, MT",16000US3008950,bozeman-mt,24856,4246,2511,-1.951413779,24221,2.62169192,10.40618792
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,2015,04000US30,Montana,729,173.738309,0.623891573,"Bozeman, MT",16000US3008950,bozeman-mt,,,856,-14.8364486,,NaN,3.081279851
12,Public Administration (Group),19,Public Administration,2015,2015,04000US30,Montana,1014,291.0755916,0.892754942,"Bozeman, MT",16000US3008950,bozeman-mt,79388,9342,835,21.43712575,79421,-0.041550723,4.285895431
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,2014,04000US30,Montana,379,133.7759321,1.245237634,"Bozeman, MT",16000US3008950,bozeman-mt,52659,57736,394,-3.807106599,28427,85.24290287,1.697268249
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,2014,04000US30,Montana,118,87.2811549,0.889359874,"Bozeman, MT",16000US3008950,bozeman-mt,7159,115708,105,12.38095238,6384,12.13972431,0.52843708
1,Construction (Group),2,Construction,2014,2014,04000US30,Montana,1439,345.4924022,1.045184663,"Bozeman, MT",16000US3008950,bozeman-mt,62691,15289,1247,15.39695269,62322,0.592086262,6.44424541
2,Manufacturing (Group),3,Manufacturing,2014,2014,04000US30,Montana,1566,315.0936369,0.672613587,"Bozeman, MT",16000US3008950,bozeman-mt,68604,22715,1369,14.39006574,60576,13.25277338,7.012987013
3,Wholesale Trade (Group),4,Wholesale Trade,2014,2014,04000US30,Montana,394,151.2084654,0.642735024,"Bozeman, MT",16000US3008950,bozeman-mt,41441,98276,484,-18.59504132,73607,-43.69964813,1.764442454
4,Retail Trade (Group),5,Retail Trade,2014,2014,04000US30,Montana,2870,417.5943007,1.110642965,"Bozeman, MT",16000US3008950,bozeman-mt,41349,14302,2951,-2.74483226,45660,-9.44152431,12.85266458
5,"Transportation & Warehousing, & Utilities",6,Transportation & Warehousing,2014,2014,04000US30,Montana,423,160.1030918,0.46601972,"Bozeman, MT",16000US3008950,bozeman-mt,46855,19404,415,1.927710843,51211,-8.505985042,1.894312584
5,"Transportation & Warehousing, & Utilities",7,Utilities,2014,2014,04000US30,Montana,69,55.97320788,0.358531337,"Bozeman, MT",16000US3008950,bozeman-mt,88224,2656,70,-1.428571429,85861,2.752122617,0.309001343
6,Information (Group),8,Information,2014,2014,04000US30,Montana,333,124.9639948,0.698090193,"Bozeman, MT",16000US3008950,bozeman-mt,35470,44207,293,13.65187713,27935,26.97333095,1.491267353
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,Finance & Insurance,2014,2014,04000US30,Montana,761,228.9803485,0.721859573,"Bozeman, MT",16000US3008950,bozeman-mt,51339,60722,866,-12.12471132,70644,-27.32716154,3.407971339
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,Real Estate & Rental & Leasing,2014,2014,04000US30,Montana,260,102.859127,0.619508575,"Bozeman, MT",16000US3008950,bozeman-mt,37958,20593,266,-2.255639098,36775,3.216859279,1.164352888
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,2014,04000US30,Montana,1871,313.2091953,1.272545562,"Bozeman, MT",16000US3008950,bozeman-mt,85980,13030,1791,4.466778336,85467,0.600231668,8.378862517
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,Management of Companies & Enterprises,2014,2014,04000US30,Montana,0,29.69848481,0,"Bozeman, MT",16000US3008950,bozeman-mt,,,0,NaN,,NaN,0
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,Administrative & Support & Waste Management Services,2014,2014,04000US30,Montana,685,346.9654161,0.725438632,"Bozeman, MT",16000US3008950,bozeman-mt,39104,11814,822,-16.66666667,30056,30.10380623,3.067622033
9,"Educational Services, & Health Care & Social Assistance",14,Educational Services,2014,2014,04000US30,Montana,3672,402.8001986,1.746419266,"Bozeman, MT",16000US3008950,bozeman-mt,55939,19090,3365,9.12332838,56089,-0.267432117,16.44424541
9,"Educational Services, & Health Care & Social Assistance",15,Health Care & Social Assistance,2014,2014,04000US30,Montana,2502,357.4646836,0.812040623,"Bozeman, MT",16000US3008950,bozeman-mt,54842,17134,2179,14.82331345,57391,-4.441462947,11.20465741
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,2014,04000US30,Montana,786,182.2361106,1.637994219,"Bozeman, MT",16000US3008950,bozeman-mt,31396,9481,811,-3.082614057,34649,-9.388438339,3.519928348
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,Accommodation & Food Services,2014,2014,04000US30,Montana,2511,397.8165406,1.532054979,"Bozeman, MT",16000US3008950,bozeman-mt,24221,5893,2574,-2.447552448,25174,-3.785651863,11.24496193
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,2014,04000US30,Montana,856,199.6196383,0.773061031,"Bozeman, MT",16000US3008950,bozeman-mt,,,895,-4.357541899,,NaN,3.833407971
12,Public Administration (Group),19,Public Administration,2014,2014,04000US30,Montana,835,261.3962509,0.760167509,"Bozeman, MT",16000US3008950,bozeman-mt,79421,15626,750,11.33333333,79810,-0.487407593,3.739364084
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,2013,04000US30,Montana,394,108.7060256,1.333612253,"Bozeman, MT",16000US3008950,bozeman-mt,28427,38558,,NaN,,NaN,1.820113642
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,2013,04000US30,Montana,105,77.88452991,0.865418428,"Bozeman, MT",16000US3008950,bozeman-mt,6384,14897,,NaN,,NaN,0.485055666
1,Construction (Group),2,Construction,2013,2013,04000US30,Montana,1247,248.3565985,0.921912615,"Bozeman, MT",16000US3008950,bozeman-mt,62322,13749,,NaN,,NaN,5.76061348
2,Manufacturing (Group),3,Manufacturing,2013,2013,04000US30,Montana,1369,272.4059471,0.603454274,"Bozeman, MT",16000US3008950,bozeman-mt,60576,8520,,NaN,,NaN,6.324201968
3,Wholesale Trade (Group),4,Wholesale Trade,2013,2013,04000US30,Montana,484,154.2368309,0.80548961,"Bozeman, MT",16000US3008950,bozeman-mt,73607,82841,,NaN,,NaN,2.235875641
4,Retail Trade (Group),5,Retail Trade,2013,2013,04000US30,Montana,2951,426.2510997,1.178146233,"Bozeman, MT",16000US3008950,bozeman-mt,45660,11192,,NaN,,NaN,13.632374
5,"Transportation & Warehousing, & Utilities",6,Transportation & Warehousing,2013,2013,04000US30,Montana,415,153.7920674,0.470778351,"Bozeman, MT",16000US3008950,bozeman-mt,51211,12858,,NaN,,NaN,1.917124775
5,"Transportation & Warehousing, & Utilities",7,Utilities,2013,2013,04000US30,Montana,70,63.3245608,0.371890198,"Bozeman, MT",16000US3008950,bozeman-mt,85861,1521,,NaN,,NaN,0.323370444
6,Information (Group),8,Information,2013,2013,04000US30,Montana,293,123.8103388,0.628269098,"Bozeman, MT",16000US3008950,bozeman-mt,27935,41235,,NaN,,NaN,1.353536287
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,Finance & Insurance,2013,2013,04000US30,Montana,866,291.2473176,0.837300124,"Bozeman, MT",16000US3008950,bozeman-mt,70644,32999,,NaN,,NaN,4.000554349
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,Real Estate & Rental & Leasing,2013,2013,04000US30,Montana,266,104.2017274,0.647667721,"Bozeman, MT",16000US3008950,bozeman-mt,36775,30097,,NaN,,NaN,1.228807687
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,2013,04000US30,Montana,1791,298.600067,1.268258672,"Bozeman, MT",16000US3008950,bozeman-mt,85467,12035,,NaN,,NaN,8.273663787
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,Management of Companies & Enterprises,2013,2013,04000US30,Montana,0,29.69848481,0,"Bozeman, MT",16000US3008950,bozeman-mt,,,,NaN,,NaN,0
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,Administrative & Support & Waste Management Services,2013,2013,04000US30,Montana,822,436.1765698,0.90739439,"Bozeman, MT",16000US3008950,bozeman-mt,30056,13824,,NaN,,NaN,3.797292927
9,"Educational Services, & Health Care & Social Assistance",14,Educational Services,2013,2013,04000US30,Montana,3365,334.8566858,1.642473674,"Bozeman, MT",16000US3008950,bozeman-mt,56089,13909,,NaN,,NaN,15.5448792
9,"Educational Services, & Health Care & Social Assistance",15,Health Care & Social Assistance,2013,2013,04000US30,Montana,2179,344.6113753,0.734399811,"Bozeman, MT",16000US3008950,bozeman-mt,57391,22312,,NaN,,NaN,10.06605996
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,2013,04000US30,Montana,811,213.5509307,1.757655595,"Bozeman, MT",16000US3008950,bozeman-mt,34649,21023,,NaN,,NaN,3.746477572
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,Accommodation & Food Services,2013,2013,04000US30,Montana,2574,417.6900765,1.647505427,"Bozeman, MT",16000US3008950,bozeman-mt,25174,9312,,NaN,,NaN,11.89079318
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,2013,04000US30,Montana,895,209.2749388,0.832802039,"Bozeman, MT",16000US3008950,bozeman-mt,,,,NaN,,NaN,4.134522105
12,Public Administration (Group),19,Public Administration,2013,2013,04000US30,Montana,750,259.4532713,0.698767268,"Bozeman, MT",16000US3008950,bozeman-mt,79810,12134,,NaN,,NaN,3.464683328
